Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
PAISALO,73.0,66.63,69.77,71.38,74.52,76.13,79.27,80.88
PAKKA,275.25,260.17,267.08,271.17,278.08,282.17,289.08,293.17
PALASHSECU,133.7,126.53,129.27,131.48,134.22,136.43,139.17,141.38
PALREDTEC,135.05,122.5,125.75,130.4,133.65,138.3,141.55,146.2
PANACEABIO,143.65,136.1,139.55,141.6,145.05,147.1,150.55,152.6
PANACHE,81.9,72.6,76.8,79.35,83.55,86.1,90.3,92.85
PANAMAPET,335.75,328.25,330.15,332.95,334.85,337.65,339.55,342.35
PANSARI,95.55,89.33,91.12,93.33,95.12,97.33,99.12,101.33
PAR,264.9,242.07,252.53,258.72,269.18,275.37,285.83,292.02
PARACABLES,77.8,75.53,76.47,77.13,78.07,78.73,79.67,80.33
PARADEEP,70.45,67.85,69.05,69.75,70.95,71.65,72.85,73.55
PARAGMILK,214.0,208.48,210.77,212.38,214.67,216.28,218.57,220.18
PARAGON,130.5,126.47,128.23,129.37,131.13,132.27,134.03,135.17
PARAS,739.95,704.7,720.85,730.4,746.55,756.1,772.25,781.8
PARASPETRO,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
PARIN,147.0,131.67,134.73,140.87,143.93,150.07,153.13,159.27
PARKHOTELS,196.5,185.97,190.23,193.37,197.63,200.77,205.03,208.17
PARSVNATH,14.8,13.73,14.07,14.43,14.77,15.13,15.47,15.83
PARTYCRUS,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
PASUPTAC,38.75,36.97,37.58,38.17,38.78,39.37,39.98,40.57
PATANJALI,1583.75,1419.17,1460.58,1522.17,1563.58,1625.17,1666.58,1728.17
PATELENG,64.6,62.55,63.3,63.95,64.7,65.35,66.1,66.75
PATINTLOG,23.0,21.72,22.13,22.57,22.98,23.42,23.83,24.27
PATTECH,89.5,84.33,86.17,87.83,89.67,91.33,93.17,94.83
PAVNAIND,523.95,473.1,491.45,507.7,526.05,542.3,560.65,576.9
PAYTM,376.9,368.27,372.03,374.47,378.23,380.67,384.43,386.87
PCBL,268.65,260.27,262.68,265.67,268.08,271.07,273.48,276.47
PCJEWELLER,50.3,45.7,48.0,49.15,51.45,52.6,54.9,56.05
PDMJEPAPER,74.55,67.53,69.92,72.23,74.62,76.93,79.32,81.63
PDSL,481.05,457.03,463.02,472.03,478.02,487.03,493.02,502.03
PEARLPOLY,37.95,35.52,36.48,37.22,38.18,38.92,39.88,40.62
PEL,925.75,883.82,895.88,910.82,922.88,937.82,949.88,964.82
PENIND,139.0,132.57,135.43,137.22,140.08,141.87,144.73,146.52
PENINLAND,50.7,48.15,49.3,50.0,51.15,51.85,53.0,53.7
PENTAGON,129.0,123.0,124.6,126.8,128.4,130.6,132.2,134.4
PERFECT,42.4,38.48,39.27,40.83,41.62,43.18,43.97,45.53
PERSISTENT,3397.45,3224.63,3307.82,3352.63,3435.82,3480.63,3563.82,3608.63
PETRONET,308.65,296.1,299.95,304.3,308.15,312.5,316.35,320.7
PFC,406.15,396.6,400.85,403.5,407.75,410.4,414.65,417.3
PFIZER,4193.7,4057.95,4093.7,4143.7,4179.45,4229.45,4265.2,4315.2
PFOCUS,100.6,96.95,98.6,99.6,101.25,102.25,103.9,104.9
PFS,40.2,39.1,39.5,39.85,40.25,40.6,41.0,41.35
PGEL,1958.35,1807.97,1876.48,1917.42,1985.93,2026.87,2095.38,2136.32
PGHH,16168.8,15920.87,15978.93,16073.87,16131.93,16226.87,16284.93,16379.87
PGHL,4735.05,4615.97,4657.98,4696.52,4738.53,4777.07,4819.08,4857.62
PGIL,594.95,572.98,581.52,588.23,596.77,603.48,612.02,618.73
PGINVIT,98.26,97.6,97.79,98.03,98.22,98.46,98.65,98.89
PHANTOMFX,494.75,467.92,476.98,485.87,494.93,503.82,512.88,521.77
PHARMABEES,19.28,18.65,18.83,19.05,19.23,19.45,19.63,19.85
PHOENIXLTD,3091.1,2894.07,2977.03,3034.07,3117.03,3174.07,3257.03,3314.07
PIDILITIND,2982.5,2842.4,2879.4,2930.95,2967.95,3019.5,3056.5,3108.05
PIGL,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5
PIIND,3771.25,3706.17,3723.08,3747.17,3764.08,3788.17,3805.08,3829.17
PILANIINVS,3956.15,3813.45,3859.55,3907.85,3953.95,4002.25,4048.35,4096.65
PILITA,12.4,12.13,12.27,12.33,12.47,12.53,12.67,12.73
PIONEEREMB,44.2,40.7,42.1,43.15,44.55,45.6,47.0,48.05
PITTIENG,858.05,834.05,844.35,851.2,861.5,868.35,878.65,885.5
PIXTRANS,1387.15,1284.43,1324.92,1356.03,1396.52,1427.63,1468.12,1499.23
PKTEA,316.7,304.13,308.77,312.73,317.37,321.33,325.97,329.93
PLADAINFO,29.0,28.5,28.6,28.8,28.9,29.1,29.2,29.4
PLASTIBLEN,272.15,266.93,269.12,270.63,272.82,274.33,276.52,278.03
PLATIND,218.95,200.38,206.12,212.53,218.27,224.68,230.42,236.83
PLAZACABLE,93.35,87.47,89.48,91.42,93.43,95.37,97.38,99.32
PNB,136.45,133.5,134.75,135.6,136.85,137.7,138.95,139.8
PNBGILTS,109.25,105.58,107.02,108.13,109.57,110.68,112.12,113.23
PNBHOUSING,784.75,755.5,767.25,776.0,787.75,796.5,808.25,817.0
PNC,63.2,53.63,57.87,60.53,64.77,67.43,71.67,74.33
PNCINFRA,451.55,434.2,442.05,446.8,454.65,459.4,467.25,472.0
POCL,694.6,658.47,675.73,685.17,702.43,711.87,729.13,738.57
PODDARHOUS,104.5,93.0,95.8,100.15,102.95,107.3,110.1,114.45
PODDARMENT,349.1,341.4,343.7,346.4,348.7,351.4,353.7,356.4
POKARNA,467.9,448.73,456.27,462.08,469.62,475.43,482.97,488.78
POLICYBZR,1257.7,1169.72,1194.23,1225.97,1250.48,1282.22,1306.73,1338.47
POLYCAB,5593.65,5438.38,5492.72,5543.18,5597.52,5647.98,5702.32,5752.78
POLYMED,1633.2,1515.93,1552.47,1592.83,1629.37,1669.73,1706.27,1746.63
POLYPLEX,937.85,911.9,920.95,929.4,938.45,946.9,955.95,964.4
POLYSIL,40.65,36.75,37.65,39.15,40.05,41.55,42.45,43.95
PONNIERODE,441.25,354.25,391.25,416.25,453.25,478.25,515.25,540.25
POONAWALLA,484.95,467.43,475.72,480.33,488.62,493.23,501.52,506.13
POWERGRID,292.25,285.72,288.58,290.42,293.28,295.12,297.98,299.82
POWERINDIA,8916.25,7762.12,8281.58,8598.92,9118.38,9435.72,9955.18,10272.52
POWERMECH,5279.4,5077.6,5163.8,5221.6,5307.8,5365.6,5451.8,5509.6
PPAP,206.05,194.85,199.35,202.7,207.2,210.55,215.05,218.4
PPL,389.1,368.97,376.33,382.72,390.08,396.47,403.83,410.22
PPLPHARMA,142.25,137.0,138.55,140.4,141.95,143.8,145.35,147.2
PRAENG,28.3,26.47,26.83,27.57,27.93,28.67,29.03,29.77
PRAJIND,522.8,504.47,511.73,517.27,524.53,530.07,537.33,542.87
PRAKASH,171.4,166.03,168.27,169.83,172.07,173.63,175.87,177.43
PRAKASHSTL,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95
PRAMARA,111.6,111.0,111.2,111.4,111.6,111.8,112.0,112.2
PRATHAM,227.3,210.37,218.83,223.07,231.53,235.77,244.23,248.47
PRAXIS,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
PRECAM,212.4,205.53,208.77,210.58,213.82,215.63,218.87,220.68
PRECISION,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
PRECOT,409.95,400.55,405.25,407.6,412.3,414.65,419.35,421.7
PRECWIRE,138.6,132.32,134.63,136.62,138.93,140.92,143.23,145.22
PREMEXPLN,2620.05,2326.52,2428.28,2524.17,2625.93,2721.82,2823.58,2919.47
PREMIER,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
PREMIERPOL,207.6,189.28,193.87,200.73,205.32,212.18,216.77,223.63
PRESSTONIC,145.9,141.77,142.63,144.27,145.13,146.77,147.63,149.27
PRESTIGE,1354.9,1241.6,1266.3,1310.6,1335.3,1379.6,1404.3,1448.6
PRICOLLTD,430.2,412.47,420.23,425.22,432.98,437.97,445.73,450.72
PRIMESECU,178.35,160.07,165.58,171.97,177.48,183.87,189.38,195.77
PRINCEPIPE,634.7,595.13,609.57,622.13,636.57,649.13,663.57,676.13
PRITI,168.65,161.83,164.42,166.53,169.12,171.23,173.82,175.93
PRITIKA,65.8,60.55,61.6,63.7,64.75,66.85,67.9,70.0
PRITIKAUTO,29.95,29.87,29.88,29.92,29.93,29.97,29.98,30.02
PRIVISCL,1196.0,1137.92,1153.13,1174.57,1189.78,1211.22,1226.43,1247.87
PROLIFE,222.6,222.53,222.57,222.58,222.62,222.63,222.67,222.68
PROPEQUITY,290.7,281.2,283.1,286.9,288.8,292.6,294.5,298.3
PROV,990.1,965.73,977.37,983.73,995.37,1001.73,1013.37,1019.73
PROZONER,35.85,31.08,32.32,34.08,35.32,37.08,38.32,40.08
PRSMJOHNSN,166.1,159.97,162.63,164.37,167.03,168.77,171.43,173.17
PRUDENT,1532.9,1468.28,1485.97,1509.43,1527.12,1550.58,1568.27,1591.73
PSB,62.0,60.23,60.97,61.48,62.22,62.73,63.47,63.98
PSPPROJECT,682.0,628.58,652.47,667.23,691.12,705.88,729.77,744.53
PSUBANK,733.05,700.9,715.97,724.51,739.58,748.12,763.19,771.73
PSUBANKADD,73.58,72.12,72.7,73.14,73.72,74.16,74.74,75.18
PSUBNKBEES,81.97,80.65,81.2,81.58,82.13,82.51,83.06,83.44
PSUBNKIETF,74.12,72.6,73.25,73.69,74.34,74.78,75.43,75.87
PTC,226.65,219.62,222.78,224.72,227.88,229.82,232.98,234.92
PTCIL,7677.6,7425.42,7537.73,7607.67,7719.98,7789.92,7902.23,7972.17
PTL,42.45,41.48,41.92,42.18,42.62,42.88,43.32,43.58
PULZ,134.0,128.1,130.6,132.3,134.8,136.5,139.0,140.7
PUNJABCHEM,1151.75,1054.92,1077.98,1114.87,1137.93,1174.82,1197.88,1234.77
PURVA,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6
PURVFLEXI,226.95,216.22,218.38,222.67,224.83,229.12,231.28,235.57
PVP,32.1,29.53,30.77,31.43,32.67,33.33,34.57,35.23
PVRINOX,1402.85,1356.47,1375.78,1389.32,1408.63,1422.17,1441.48,1455.02
PVSL,235.15,223.85,228.45,231.8,236.4,239.75,244.35,247.7
PVTBANIETF,24.0,23.61,23.75,23.88,24.02,24.15,24.29,24.42
PVTBANKADD,24.05,23.51,23.76,23.9,24.15,24.29,24.54,24.68
PYRAMID,159.8,141.18,150.17,154.98,163.97,168.78,177.77,182.58
QFIL,127.0,121.83,122.87,124.93,125.97,128.03,129.07,131.13
QGOLDHALF,61.13,59.9,60.25,60.69,61.04,61.48,61.83,62.27
QMSMEDI,108.85,101.88,105.02,106.93,110.07,111.98,115.12,117.03
QNIFTY,2401.71,2321.14,2360.57,2381.14,2420.57,2441.14,2480.57,2501.14
QUADPRO,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
QUAL30IETF,190.12,188.24,188.73,189.42,189.91,190.6,191.09,191.78
QUESS,638.75,614.5,620.25,629.5,635.25,644.5,650.25,659.5
QUICKHEAL,498.6,448.13,472.57,485.58,510.02,523.03,547.47,560.48
QUICKTOUCH,186.5,176.25,181.3,183.9,188.95,191.55,196.6,199.2
QUINTEGRA,2.05,1.73,1.82,1.93,2.02,2.13,2.22,2.33
RACE,330.2,316.13,320.07,325.13,329.07,334.13,338.07,343.13
RADHIKAJWE,64.1,61.07,62.23,63.17,64.33,65.27,66.43,67.37
RADIANTCMS,85.95,84.17,84.98,85.47,86.28,86.77,87.58,88.07
RADICO,1728.65,1659.43,1692.22,1710.43,1743.22,1761.43,1794.22,1812.43
RADIOCITY,18.15,16.98,17.42,17.78,18.22,18.58,19.02,19.38
RADIOWALLA,131.7,122.98,125.17,128.43,130.62,133.88,136.07,139.33
RAILTEL,403.6,371.37,381.73,392.67,403.03,413.97,424.33,435.27
RAIN,179.25,171.42,175.08,177.17,180.83,182.92,186.58,188.67
RAINBOW,1343.55,1294.52,1308.28,1325.92,1339.68,1357.32,1371.08,1388.72
RAJESHEXPO,318.85,307.57,311.28,315.07,318.78,322.57,326.28,330.07
RAJMET,10.9,10.82,10.83,10.87,10.88,10.92,10.93,10.97
RAJRATAN,631.4,606.75,616.9,624.15,634.3,641.55,651.7,658.95
RAJRILTD,22.75,21.83,22.12,22.43,22.72,23.03,23.32,23.63
RAJSREESUG,65.1,61.82,63.23,64.17,65.58,66.52,67.93,68.87
RAJTV,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15
RALLIS,271.35,261.43,264.42,267.88,270.87,274.33,277.32,280.78
RAMANEWS,21.6,20.92,21.13,21.37,21.58,21.82,22.03,22.27
RAMAPHO,181.85,171.57,176.08,178.97,183.48,186.37,190.88,193.77
RAMASTEEL,13.7,13.28,13.47,13.58,13.77,13.88,14.07,14.18
RAMCOCEM,797.6,777.12,783.93,790.77,797.58,804.42,811.23,818.07
RAMCOIND,229.05,221.52,224.78,226.92,230.18,232.32,235.58,237.72
RAMCOSYS,372.1,354.07,359.63,365.87,371.43,377.67,383.23,389.47
RAMKY,599.55,577.3,586.45,593.0,602.15,608.7,617.85,624.4
RAMRAT,331.35,316.7,323.35,327.35,334.0,338.0,344.65,348.65
RANASUG,22.8,22.18,22.47,22.63,22.92,23.08,23.37,23.53
RANEENGINE,373.85,353.3,360.25,367.05,374.0,380.8,387.75,394.55
RANEHOLDIN,1301.25,1255.1,1267.35,1284.3,1296.55,1313.5,1325.75,1342.7
RATEGAIN,713.75,679.17,694.58,704.17,719.58,729.17,744.58,754.17
RATNAMANI,3005.7,2933.17,2968.23,2986.97,3022.03,3040.77,3075.83,3094.57
RATNAVEER,138.7,131.0,134.5,136.6,140.1,142.2,145.7,147.8
RAYMOND,2107.75,2048.5,2071.25,2089.5,2112.25,2130.5,2153.25,2171.5
RBA,101.45,98.37,99.78,100.62,102.03,102.87,104.28,105.12
RBL,833.1,806.73,818.37,825.73,837.37,844.73,856.37,863.73
RBLBANK,265.4,257.38,260.27,262.83,265.72,268.28,271.17,273.73
RBMINFRA,469.3,455.03,462.17,465.73,472.87,476.43,483.57,487.13
RBS,112.8,105.87,109.33,111.07,114.53,116.27,119.73,121.47
RBZJEWEL,145.5,140.15,142.7,144.1,146.65,148.05,150.6,152.0
RCDL,41.25,39.5,40.05,40.65,41.2,41.8,42.35,42.95
RCF,152.0,144.8,147.4,149.7,152.3,154.6,157.2,159.5
RCOM,1.65,1.58,1.62,1.63,1.67,1.68,1.72,1.73
RECLTD,457.0,442.83,447.57,452.28,457.02,461.73,466.47,471.18
REDINGTON,222.6,217.15,219.6,221.1,223.55,225.05,227.5,229.0
REDTAPE,734.2,689.07,700.33,717.27,728.53,745.47,756.73,773.67
REFEX,168.05,157.97,159.98,164.02,166.03,170.07,172.08,176.12
REGENCERAM,33.75,33.68,33.72,33.73,33.77,33.78,33.82,33.83
RELAXO,831.25,800.83,814.42,822.83,836.42,844.83,858.42,866.83
RELCAPITAL,12.35,10.67,11.18,11.77,12.28,12.87,13.38,13.97
RELCHEMQ,226.9,212.82,218.93,222.92,229.03,233.02,239.13,243.12
RELIABLE,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
RELIANCE,2905.1,2863.4,2881.7,2893.4,2911.7,2923.4,2941.7,2953.4
RELIGARE,217.9,204.27,209.43,213.67,218.83,223.07,228.23,232.47
RELINFRA,190.9,184.18,187.17,189.03,192.02,193.88,196.87,198.73
REMSONSIND,978.55,948.03,961.52,970.03,983.52,992.03,1005.52,1014.03
REMUS,7838.4,6992.27,7246.13,7542.27,7796.13,8092.27,8346.13,8642.27
RENUKA,44.9,43.4,44.0,44.45,45.05,45.5,46.1,46.55
REPCOHOME,530.1,509.4,514.7,522.4,527.7,535.4,540.7,548.4
REPL,183.05,178.25,180.35,181.7,183.8,185.15,187.25,188.6
REPRO,811.65,790.08,800.12,805.88,815.92,821.68,831.72,837.48
RESPONIND,287.55,280.52,283.58,285.57,288.63,290.62,293.68,295.67
REXPIPES,78.15,75.4,75.95,77.05,77.6,78.7,79.25,80.35
RGL,113.2,109.85,111.2,112.2,113.55,114.55,115.9,116.9
RHFL,3.95,3.78,3.82,3.88,3.92,3.98,4.02,4.08
RHIM,641.1,625.47,631.93,636.52,642.98,647.57,654.03,658.62
RHL,164.25,163.83,163.92,164.08,164.17,164.33,164.42,164.58
RICHA,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.9
RICOAUTO,137.1,132.05,134.4,135.75,138.1,139.45,141.8,143.15
RIIL,1308.3,1274.33,1288.77,1298.53,1312.97,1322.73,1337.17,1346.93
RILINFRA,40.9,38.95,39.5,40.2,40.75,41.45,42.0,42.7
RISHABH,465.75,408.78,422.72,444.23,458.17,479.68,493.62,515.13
RITCO,270.1,238.32,253.03,261.57,276.28,284.82,299.53,308.07
RITES,694.75,658.17,670.58,682.67,695.08,707.17,719.58,731.67
RITEZONE,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
RKDL,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95
RKEC,93.35,86.78,89.52,91.43,94.17,96.08,98.82,100.73
RKFORGE,759.9,736.77,746.63,753.27,763.13,769.77,779.63,786.27
RKSWAMY,284.05,270.3,274.15,279.1,282.95,287.9,291.75,296.7
RMDRIP,133.0,130.33,131.67,132.33,133.67,134.33,135.67,136.33
RML,817.95,762.38,786.72,802.33,826.67,842.28,866.62,882.23
ROCKINGDCE,462.8,405.33,423.67,443.23,461.57,481.13,499.47,519.03
ROHLTD,392.0,375.15,382.6,387.3,394.75,399.45,406.9,411.6
ROLEXRINGS,1872.0,1836.4,1850.7,1861.35,1875.65,1886.3,1900.6,1911.25
ROLLT,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
ROLTA,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
ROML,79.65,68.25,71.95,75.8,79.5,83.35,87.05,90.9
ROSSARI,770.8,742.33,749.67,760.23,767.57,778.13,785.47,796.03
ROSSELLIND,468.35,366.27,386.68,427.52,447.93,488.77,509.18,550.02
ROTO,418.45,405.2,410.05,414.25,419.1,423.3,428.15,432.35
ROUTE,1537.7,1496.87,1513.93,1525.82,1542.88,1554.77,1571.83,1583.72
ROXHITECH,118.3,108.9,112.9,115.6,119.6,122.3,126.3,129.0
RPGLIFE,1567.3,1510.87,1530.43,1548.87,1568.43,1586.87,1606.43,1624.87
RPOWER,27.7,26.77,27.13,27.42,27.78,28.07,28.43,28.72
RPPINFRA,130.95,130.95,130.95,130.95,130.95,130.95,130.95,130.95
RPPL,83.35,78.97,80.48,81.92,83.43,84.87,86.38,87.82
RPSGVENT,734.95,711.27,719.88,727.42,736.03,743.57,752.18,759.72
RPTECH,343.85,327.28,331.52,337.68,341.92,348.08,352.32,358.48
RRKABEL,1681.7,1607.35,1625.6,1653.65,1671.9,1699.95,1718.2,1746.25
RSSOFTWARE,269.5,262.23,265.87,267.68,271.32,273.13,276.77,278.58
RSWM,191.0,184.67,187.13,189.07,191.53,193.47,195.93,197.87
RSYSTEMS,471.65,449.17,455.28,463.47,469.58,477.77,483.88,492.07
RTNINDIA,75.1,73.35,73.9,74.5,75.05,75.65,76.2,76.8
RTNPOWER,8.8,8.58,8.67,8.73,8.82,8.88,8.97,9.03
RUBYMILLS,201.3,197.2,199.1,200.2,202.1,203.2,205.1,206.2
RUCHINFRA,13.45,12.92,13.08,13.27,13.43,13.62,13.78,13.97
RUCHIRA,128.05,121.23,123.72,125.88,128.37,130.53,133.02,135.18
RUPA,271.75,256.52,262.48,267.12,273.08,277.72,283.68,288.32
RUSHIL,314.75,303.92,307.78,311.27,315.13,318.62,322.48,325.97
RUSTOMJEE,691.3,646.2,657.1,674.2,685.1,702.2,713.1,730.2
RVHL,44.8,43.73,44.27,44.53,45.07,45.33,45.87,46.13
RVNL,289.9,270.35,276.3,283.1,289.05,295.85,301.8,308.6
S&SPOWER,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2
SAAKSHI,260.65,254.43,257.22,258.93,261.72,263.43,266.22,267.93
SABAR,18.9,18.77,18.83,18.87,18.93,18.97,19.03,19.07
SABEVENTS,8.6,7.35,7.6,8.1,8.35,8.85,9.1,9.6
SABTNL,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1
SADBHAV,32.15,30.98,31.22,31.68,31.92,32.38,32.62,33.08
SADBHIN,7.35,6.8,6.95,7.15,7.3,7.5,7.65,7.85
SADHAV,209.7,197.3,200.3,205.0,208.0,212.7,215.7,220.4
SADHNANIQ,69.6,65.2,66.6,68.1,69.5,71.0,72.4,73.9
SAFARI,2061.8,1994.53,2021.27,2041.53,2068.27,2088.53,2115.27,2135.53
SAGARDEEP,26.55,24.35,25.15,25.85,26.65,27.35,28.15,28.85
SAGCEM,224.05,219.7,220.95,222.5,223.75,225.3,226.55,228.1
SAH,96.95,93.65,94.85,95.9,97.1,98.15,99.35,100.4
SAHAJ,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
SAHANA,886.65,813.6,829.55,858.1,874.05,902.6,918.55,947.1
SAHYADRI,361.95,352.12,356.08,359.02,362.98,365.92,369.88,372.82
SAIFL,95.65,93.35,93.95,94.8,95.4,96.25,96.85,97.7
SAIL,168.55,157.78,160.72,164.63,167.57,171.48,174.42,178.33
SAKAR,355.45,343.35,347.95,351.7,356.3,360.05,364.65,368.4
SAKHTISUG,37.65,35.93,36.72,37.18,37.97,38.43,39.22,39.68
SAKSOFT,283.85,276.48,279.32,281.58,284.42,286.68,289.52,291.78
SAKUMA,28.85,27.52,27.88,28.37,28.73,29.22,29.58,30.07
SALASAR,20.85,20.02,20.38,20.62,20.98,21.22,21.58,21.82
SALONA,288.0,272.75,279.4,283.7,290.35,294.65,301.3,305.6
SALSTEEL,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55
SALZERELEC,834.25,773.23,794.62,814.43,835.82,855.63,877.02,896.83
SAMBHAAV,5.15,4.9,4.95,5.05,5.1,5.2,5.25,5.35
SAMHI,193.5,186.13,188.37,190.93,193.17,195.73,197.97,200.53
SAMPANN,20.1,19.93,19.97,20.03,20.07,20.13,20.17,20.23
SANCO,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
SANDESH,1218.35,1176.1,1191.85,1205.1,1220.85,1234.1,1249.85,1263.1
SANDHAR,508.25,483.17,494.08,501.17,512.08,519.17,530.08,537.17
SANDUMA,524.3,453.25,485.5,504.9,537.15,556.55,588.8,608.2
SANGAMIND,436.85,424.7,429.65,433.25,438.2,441.8,446.75,450.35
SANGANI,44.9,44.1,44.5,44.7,45.1,45.3,45.7,45.9
SANGHIIND,92.95,89.47,90.58,91.77,92.88,94.07,95.18,96.37
SANGHVIMOV,1350.0,1252.17,1293.73,1321.87,1363.43,1391.57,1433.13,1461.27
SANGINITA,23.75,23.5,23.55,23.65,23.7,23.8,23.85,23.95
SANOFI,8274.15,8052.7,8103.35,8188.75,8239.4,8324.8,8375.45,8460.85
SANSERA,1009.3,981.7,993.0,1001.15,1012.45,1020.6,1031.9,1040.05
SANWARIA,0.4,0.317,0.333,0.367,0.383,0.417,0.433,0.467
SAPPHIRE,1356.5,1272.42,1311.03,1333.77,1372.38,1395.12,1433.73,1456.47
SARDAEN,232.15,221.1,226.05,229.1,234.05,237.1,242.05,245.1
SAREGAMA,443.9,398.18,412.97,428.43,443.22,458.68,473.47,488.93
SARLAPOLY,58.2,55.95,57.0,57.6,58.65,59.25,60.3,60.9
SAROJA,42.25,42.25,42.25,42.25,42.25,42.25,42.25,42.25
SARTELE,226.9,217.62,222.23,224.57,229.18,231.52,236.13,238.47
SARVESHWAR,9.15,8.93,9.02,9.08,9.17,9.23,9.32,9.38
SASKEN,1597.05,1514.03,1547.02,1572.03,1605.02,1630.03,1663.02,1688.03
SASTASUNDR,317.55,311.03,313.32,315.43,317.72,319.83,322.12,324.23
SATIA,120.1,117.13,118.07,119.08,120.02,121.03,121.97,122.98
SATIN,253.4,244.73,248.67,251.03,254.97,257.33,261.27,263.63
SATINDLTD,99.5,95.5,97.3,98.4,100.2,101.3,103.1,104.2
SBC,27.0,25.43,25.97,26.48,27.02,27.53,28.07,28.58
SBCL,576.65,551.63,561.92,569.28,579.57,586.93,597.22,604.58
SBFC,90.3,87.67,88.73,89.52,90.58,91.37,92.43,93.22
SBGLP,96.55,91.27,93.18,94.87,96.78,98.47,100.38,102.07
SBICARD,750.45,715.3,728.15,739.3,752.15,763.3,776.15,787.3
SBIETFCON,104.92,103.56,104.11,104.51,105.06,105.46,106.01,106.41
SBIETFIT,356.65,347.28,351.38,354.01,358.11,360.74,364.84,367.47
SBIETFPB,242.64,239.43,240.91,241.78,243.26,244.13,245.61,246.48
SBIETFQLTY,200.28,195.77,197.04,198.66,199.93,201.55,202.82,204.44
SBILIFE,1415.25,1339.7,1375.45,1395.35,1431.1,1451.0,1486.75,1506.65
SBIN,801.3,776.5,787.7,794.5,805.7,812.5,823.7,830.5
SCHAEFFLER,3337.0,2925.67,3050.33,3193.67,3318.33,3461.67,3586.33,3729.67
SCHAND,238.55,223.92,229.98,234.27,240.33,244.62,250.68,254.97
SCHNEIDER,756.75,716.17,725.58,741.17,750.58,766.17,775.58,791.17
SCI,232.25,221.87,225.08,228.67,231.88,235.47,238.68,242.27
SCILAL,75.05,68.23,70.72,72.88,75.37,77.53,80.02,82.18
SCML,97.0,90.83,93.67,95.33,98.17,99.83,102.67,104.33
SCPL,421.85,410.3,413.75,417.8,421.25,425.3,428.75,432.8
SDBL,329.4,280.15,302.2,315.8,337.85,351.45,373.5,387.1
SDL24BEES,120.74,120.26,120.38,120.56,120.68,120.86,120.98,121.16
SDL26BEES,120.01,119.1,119.56,119.78,120.24,120.46,120.92,121.14
SEAMECLTD,1101.05,1015.37,1057.68,1079.37,1121.68,1143.37,1185.68,1207.37
SECL,19.9,19.83,19.87,19.88,19.92,19.93,19.97,19.98
SECMARK,113.8,103.78,106.27,110.03,112.52,116.28,118.77,122.53
SECURCRED,19.1,18.05,18.4,18.75,19.1,19.45,19.8,20.15
SECURKLOUD,39.9,38.9,39.1,39.5,39.7,40.1,40.3,40.7
SEJALLTD,331.1,305.07,317.83,324.47,337.23,343.87,356.63,363.27
SEL,345.5,341.33,342.17,343.83,344.67,346.33,347.17,348.83
SELAN,628.0,593.67,605.33,616.67,628.33,639.67,651.33,662.67
SELMC,78.0,72.57,74.83,76.42,78.68,80.27,82.53,84.12
SEMAC,3276.35,3162.97,3197.48,3236.92,3271.43,3310.87,3345.38,3384.82
SENCO,940.5,909.4,923.3,931.9,945.8,954.4,968.3,976.9
SENSEXADD,74.11,71.9,72.96,73.53,74.59,75.16,76.22,76.79
SENSEXETF,74.16,72.0,73.0,73.58,74.58,75.16,76.16,76.74
SEPC,20.05,19.23,19.52,19.78,20.07,20.33,20.62,20.88
SEQUENT,124.9,120.03,121.77,123.33,125.07,126.63,128.37,129.93
SERVICE,56.7,56.62,56.63,56.67,56.68,56.72,56.73,56.77
SERVOTECH,86.2,81.87,83.43,84.82,86.38,87.77,89.33,90.72
SESHAPAPER,347.5,307.67,318.23,332.87,343.43,358.07,368.63,383.27
SETCO,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
SETF10GILT,227.13,226.43,226.62,226.87,227.06,227.31,227.5,227.75
SETFGOLD,63.24,62.25,62.54,62.89,63.18,63.53,63.82,64.17
SETFNIF50,234.81,231.34,232.87,233.84,235.37,236.34,237.87,238.84
